M-0055,mesa de estrado,,"Século XVIII",Brasil,Madeira entalhada e envernizada; puxadores de metal.,,"39,2 x 35,0 x 21,9 cm",Mobiliário Brasileiro,Interiores - Peças de Mobiliário,Sala de Jantar
M-0056,travessa ,,"Século XIX",China,Porcelana policromada.,Estilo folha-de-tabaco. Porcelana chinesa de exportação.,"30,9 d. x 3,2 cm h",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Salão
M-0057,travessa,,"Século XIX",China,Porcelana policromada.,Estilo folha-de-tabaco. Porcelana chinesa de exportação.,"31,1 d. x 2,9 cm h",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Salão
M-0058,travessa,,"Século XIX",China,Porcelana policromada.,Estilo folha-de-tabaco. Porcelana chinesa de exportação.,"2,6 x 20,6 x 14,1 cm",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Salão
M-0059,prato,,"Século XIX",China,Porcelana policromada.,Estilo folha-de-tabaco. Porcelana chinesa de exportação.,"22,9d x 3,6h cm",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Salão
M-0060,prato,,"Século XIX",China,Porcelana policromada.,Estilo folha-de-tabaco. Porcelana chinesa de exportação.,"22,9 d. x 3,2 cm",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Salão
M-0061,lanterna de procissão,,"Século XVIII",Brasil,Prata e tecido,Par M-0062,"58,5 x 27,1 x 25,6 cm",Prataria - Exposição,Interiores - Objetos de Iluminação,Sala de Jantar
M-0062,lanterna de procissão,,"Século XVIII",Brasil,Prata e tecido.,Par M-0061,"58,2 x 25,7 x 25,2 cm ap.",Prataria - Exposição,Interiores - Objetos de Iluminação,Sala de Jantar
M-0063,travessa,,"Século XIX",China,Porcelana policromada.,Estilo folha-de-tabaco. Porcelana chinesa de exportação.,"31,6 x 38,1 x 3,5 h",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 2 (Porão)
M-0064,sopeira,,"Século XVIII",China,Porcelana policromada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","26,7 x 35,7 x 31,0 cm",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Sala de Jantar
M-0065,sopeira,,"Século XVIII",China,Porcelana policromada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","27,2 x 35,5 x 31,0 cm",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Sala de Jantar
M-0066,Frontão,"Mestre Valentim da Fonseca e Silva","Século XIX","Brasil, Rio de Janeiro","Madeira entalhada, pintada e dourada.",Adaptado para aparador,"275,8 x 49,2 x 47,0 cm ap.",Arte Brasileira - Século XVIII e XIX,Construção - Fragmentos de Construção,Sala de Jantar
M-0067,virgem santíssima,,"Século XVIII",Brasil(?),Madeira policromada,,"32,5 x 13,4 x 12,4 cm",Arte Brasileira - Século XVIII e XIX,Artes Visuais - Escultura Religiosa,Sala de Jantar
M-0068,Virgem Santíssima (?) ,,"Século XIX",Brasil,"Madeira entalhada, policromada e dourada.",,"14,2 x 6,8 x 3,3 cm",Arte Brasileira - Século XVIII e XIX,Artes Visuais - Escultura Religiosa,Sala de Jantar
M-0069,divina pastora,,"Século XVIII,2a. metade","Brasil, Pernambuco","Madeira entalhada, policromada e dourada",,"23,0 x 13,9 x 10,7 cm ap.",Arte Brasileira - Século XVIII e XIX,Artes Visuais - Escultura Religiosa,Sala de Jantar
M-0070,molheira em forma de peixe com presentoir,,"Século XIX",China,Porcelana branca com policromia. Joppert\99,Par (M-0071). Em forma de peixe. Porcelana chinesa de exportação.,"9,7 x 20,7 x 9,5 cm ",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Sala de Jantar
M-0071,molheira em forma de peixe com presentoir,,"Século XIX",China,Porcelana branca com policromia. Joppert\99,Par (M-0070). Porcelana chinesa de exportação.,"10,3 x 20,9 x 9,5 cm",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Sala de Jantar
M-0072,sopeira com presentoir,,"Século XVIII",China,Porcelana policromada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões, padrão idêntico ao Serviço de D. Joáo VI.","23,2 x 35,5 x 23,5 cm",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Sala de Jantar
M-0073,cadeira,,"Século XIX",França,Madeira pintada com douramento; tecido,Par (M-0074).,"51,2 x 47,8 x 91,6 cm ap.",,Interiores - Peças de Mobiliário,Sala de Jantar
M-0074,cadeira,,"Século XIX",França,Madeira pintada com douramento; tecido,Par (M-0073).,"52,1 x 47,9 x 91,7 cm ap.",,Interiores - Peças de Mobiliário,Sala de Jantar
M-0075,bandeja,,"Século XX",China,Madeira lacada e policromada.,,"3,9 x 62,0 x 46,8",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 1 (Q. Rosa)
M-0076,tocheiro ,,"Século XIX",Brasil,Madeira entalhada em estado natural.,Adaptado para mesa. Tampo circular irregular.,"22,4 x 19,5 x 70,5 cm. Totais: 38,0 d x 74,6 cm h.",Arte Brasileira - Século XVIII e XIX,Interiores - Objetos de Iluminação,Sala de Jantar
M-0077,tocheiro,,"Século XIX",Brasil,Madeira entalhada e envernizada.,Adaptado para mesa. Tampo circular irregular.,"22,0 x 19,5 x 69,7 cm h  . Total: 37,8 d x 74,6 cm h",Arte Brasileira - Século XVIII e XIX,Interiores - Objetos de Iluminação,Sala de Jantar
M-0078,cadeira de braços,,"Século XIX",França,"Madeira com policromia, envernizada; palha trançada; tecido.",,"67,5 x 63,0 x 99,4 cm ap.",Mobiliário Europeu,Interiores - Peças de Mobiliário,Biblioteca
M-0079,tocheiro,,"Século XVIII",Brasil,Prata e madeira.,,"194,2 x 59,7 x 56,8 cm ap.",Prataria - Exposição,Interiores - Objetos de Iluminação,Sala de Jantar
M-0080,remate de sanefa,"Mestre Valentim da Fonseca e Silva","Século XIX","Brasil, Rio de Janeiro","Madeira entalhada, pintada e dourada; tecido.",Par (M-0081). Adaptado para console.,"108,6 x 31,2 x 55,3 cm. Total: 108,6 x 31,2 x 56,0 cm h",Arte Brasileira - Século XVIII e XIX,Construção - Fragmentos de Construção,Sala de Jantar
M-0081,remate de sanefa,"Mestre Valentim da Fonseca e Silva","Século XIX","Brasil, Rio de Janeiro","Madeira entalhada, pintada e dourada; tecido.",Par (M-0080). Adaptado para console.,"108,4 x 35,3 x 59,3 cm ap. ",Arte Brasileira - Século XVIII e XIX,Construção - Fragmentos de Construção,Sala de Jantar
M-0082,incensário,,"Século XVIII\XIX",China,Faiança pintada em azul cobalto.,,"30,1 x 23,0 x 11,9",Arte Oriental,Artes Visuais - Escultura,Armário do Banheiro Principal
M-0083,galo,,"Século XVIII\XIX",China,Faiança pintada em azul cobalto.,,"39,0 x 22,9 x 12,2",Arte Oriental,Artes Visuais - Escultura,Armário do Banheiro Principal
M-0084,bule,,"Século XVIII,QING",China,Jade verde celadon,,"18,3 x 26,0 x 14,3 cm",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 1 (Q. Rosa)
M-0085,Buda da felicidade,,"Século XX",China,Porcelana celadon.,,"20,9 x 15,3 x 12,6 cm",Arte Oriental,Artes Visuais - Escultura Religiosa,Galeria
M-0086,recipiente,,"Século XX,QING",China,Jade verde amarelado,Par (M-0087). Em forma de sapo.,"15,0 x 14,1 x 19,2 cm",Arte Oriental,Embalagens\Recipientes,Galeria
M-0087,recipiente,,"Século XX,QING",China,Jade verde amarelado,Par (M-0086). Em forma de sapo.,"15,8 x 15,0 x 19,3 cm",Arte Oriental,Embalagens\Recipientes,Galeria
M-0088,incensário,,"Século XIX",China,Jade; turquesa; metal; madeira entalhada; tecido.,,"24,0 x 15,7 x 10,4 cm",Arte Oriental,Objetos Cerimoniais - Objetos de Culto,Reserva Técnica 1 (Q. Rosa)
M-0089,Vaso com flores,,"Século XX",China,Porcelana policromada; jade; ágata; opalina; madeira; fios de seda; miçangas; metal,Par (M-0099).,"52 x 27,5 x 27 ap.",Arte Oriental,Interiores - Acessórios de Interiores,Reserva Técnica 1 (Q. Rosa)
M-0090,relevo,,"Século XVIII",Alemanha,Marfim esculpido em alto-relevo.,Com cena de crianças dançando. Formato oval.,"8,7 x 11,2 x 1,9 cm ap.",,Artes Visuais - Escultura,Biblioteca
M-0091,relevo,,"Século XVIII",Alemanha,Marfim esculpido em alto-relevo., Cena com crianças e cão. Formato oval.,"8,9 x 11,0 x 2,1 cm ap.",,Artes Visuais - Escultura,Biblioteca
M-0092,buda da felicidade com atendente,,"Século XX",China ,Porcelana celadon pintada a frio.,,"19,0 x 11,9 x 8,6 cm",Arte Oriental,Artes Visuais - Escultura Religiosa,Reserva Técnica 1 (Q. Rosa)
M-0093,recipiente,,"Século XVIII\XIX",China,"Bronze e cloisonné, com incrustrações em ouro e prata.",Em forma de figura alada.,"24,5 x 17,1 x 8,9 cm",Arte Oriental,Objetos Cerimoniais - Objetos de Culto,Galeria
M-0094,Músico,,"Século XX",China,,,"26,1 x 14,7 x 12,0 cm",Arte Oriental,Artes Visuais - Escultura,Reserva Técnica 1 (Q. Rosa)
M-0095,bule,,"Século XIX",China,Cerâmica pintada em azul e branco.,Par (M-0096). Decorado com motivos geométricos.,"8,8 x 12,9 x 10,0 cm",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 1 (Q. Rosa)
M-0096,bule,,"Século XIX",China,Cerâmica pintada em azul e branco; metal.,Par (M-0095).,"9,8 x 12,5 x 10,4 cm",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 1 (Q. Rosa)
M-0097,figura masculinacom criança,,"Século XX",China,Porcelana policromada,,"22,8 x 16,5 x 12,1 cm",Arte Oriental,Artes Visuais - Escultura,Reserva Técnica 1 (Q. Rosa)
M-0098,incensário,,"Século XVIII\XIX",China,Bronze e cloisonné,Em forma de galinha.,"17,0 x 26,3 x 11,8 cm",Arte Oriental,Objetos Cerimoniais - Objetos de Culto,Galeria
M-0099,Vaso com flores,,"Século XX",China,Porcelana policromada; jade; ágata; opalina; madeira; miçangas; fios de seda; metal.,Par (M-0089).,"53,5 x 26,5 x 24,0",Arte Oriental,Interiores - Acessórios de Interiores,Reserva Técnica 1 (Q. Rosa)
M-0100,console,,"Século XVIII",Itália,"Madeira entalhada, pintada e dourada.",Par (M-0101). Com quatro pés.,"164,0 x 66,0 x 94,7 cm ap.",Mobiliário Europeu,Interiores - Peças de Mobiliário,Galeria
M-0101,Console,,"Século XVIII",Itália,"Madeira entalhada, pintada e dourada.",Par (M-0100). Com quatro pés.,"153,0 x 66,6 x 94,7 cm ap.",Mobiliário Europeu,Interiores - Peças de Mobiliário,Galeria
M-0102,banqueta,,"Século XVIII","França, Liège","Madeira entalhada e encerada, tecido bordado com fios de seda.",Estilo Luis XV. Par (M-0103).,"50,5 x 52,5 x 45,5 cm ap",Mobiliário Europeu,Interiores - Peças de Mobiliário,Galeria
M-0103,banqueta,,"Século XVIII","França, Liège",Madeira entalhada e encerada;  tecido bordado com fios de seda.,Estilo Luis XV. Par (M-0102).,"50,5 x 52,5 x 45,5 cm ap.",Mobiliário Europeu,Interiores - Peças de Mobiliário,Galeria
M-0104,jarra,,"Século XVII,1629",Espanha,Terracota decorada em alto-relevo.,Relevo em terracota com cena religiosa.,"33,3 x 14,5 x 12,5 cm",,Interiores - Utensílios de Cozinha\Mesa,Galeria
M-0105,caixa,,"Século XVI",Espanha(?),Madeira revestida com placas de marfim esculpido; ferragens.,,"28,7 x 36,7 x 23,2cm. ap.",,Embalagens\Recipientes‏,Galeria
M-0106,tocheiro,,"Século XVIII",Itália,"Madeira entalhada, pintada e dourada",Par (M-0107).,"102,0 x 21,1 x 18,7 cm ap.",,Interiores - Objetos de Iluminação,Galeria
M-0107,tocheiro,,"Século XVIII",Itália,"Madeira entalhada, pintada e dourada",Par (M-0106).,"101,3 x 21,2 x 19,0 cm ap.",,Interiores - Objetos de Iluminação,Galeria
M-0108,São Miguel Arcanjo,,"Século XIV",França,"Madeira entalhada, policromada e dourada",,"57,8 x 24,0 x 14,2 cm",,Artes Visuais - Escultura Religiosa,Galeria
M-0109,cálice,,"Século XVIII",Itália,"Pedra jaspe sanguínea, pedras semi - preciosas e prata. ",,,,Interiores - Utensílios de Cozinha\Mesa,Salão
M-0110,console,,"Século XVIII",Itália,Madeira entalhada e dourada.,,"62,0 x 27,4 x 42,1 cm ap.",Mobiliário Europeu,Interiores - Peças de Mobiliário,Galeria
M-0111,Oratório,,"Século XV","França, Limoges(?)",Metal; esmalte; pedraria,,"Aberto: 29,4 x 21,5 x 8,5 cm ap. Fechado: 29,4 16,1 x 07 cm ap.",,Objetos Cerimoniais - Objetos de Culto,Reserva Técnica 1 (Q. Rosa)
M-0112,console,,"Século XVIII",Brasil,Madeira entalhada e pintada.,Par (M-0113).,"50,0 x 33,5 x 77,2 cm ap.",Mobiliário Brasileiro,Interiores - Peças de Mobiliário,Reserva Técnica 2 (Porão)
M-0113,console,,"Século XVIII",Brasil,Madeira entalhada e pintada.,Par (M-0112).,"50,0 x 33,5 x 77,9 cm",Mobiliário Brasileiro,Interiores - Peças de Mobiliário,Galeria
M-0114,cadeiral,,"Século XVIII",Brasil,"Madeira jacarandá, entalhada e envernizada (?); tecido bordado em fios de seda","Para quatro lugares, com espaldar.","171,5 x 56,5 x 101,5 cm ap.",Mobiliário Brasileiro,Interiores - Peças de Mobiliário,Galeria
M-0115,relicário de parede,,"Século XIX",Itália,"Metal; tecido; fios de ouro (?); papel, fragmentos de ossos humanos?; vidro",Par (M-0116). Contém pequenos pedaços de papel com inscrições.,"29,3 x 23,3 x 4,3 ap.",,Objetos Cerimoniais - Objetos de Culto,Reserva Técnica 1 (Q. Rosa)
M-0116,relicário de parede,,"Século XIX",Itália,Metal; tecido; fios de ouro(?); papel; fragmentos de ossos humanos(?),Par (M-0115).,,,Objetos Cerimoniais - Objetos de Culto,Reserva Técnica 1 (Q. Rosa)
M-0117,cofre relicário,,"Século XIX",Áustria(?),Metal dourado; esmalte; pedraria; cristal de rocha transparente lapidado.,"Obra histórica do Século XIX, inspirada em cofres-relicários de Limoges dos Século XIII e XIV.","35,0 x 45,0 x 18,9 cm",,Interiores - Acessórios de Interiores,Galeria
M-0118,sant'ana mestra,,"Século XVIII",Brasil,Terracota policromada e dourada; cristal espelhado.,,"60,1 x 37,0 x 28,0 cm",Arte Brasileira - Século XVIII e XIX,Artes Visuais - Escultura Religiosa,Sala de Jantar
M-0119,coroação da virgem (relevo),,"Século XV",Inglaterra,"Alabastro, policromia e douração.",,"40,0 x 28,2 x 5,5 cm",,Artes Visuais - Escultura Religiosa,Galeria
M-0120,Virgem com Menino,,"Século XIII(?)",França,"Madeira entalhada, policromada e dourada.",,"38,4 x 14,8 x 16,2 cm",,Artes Visuais - Escultura Religiosa,Galeria
M-0121,almofariz com triturador,,"Século XVII",Itália,Bronze,,"9,8 h x 14,5 cm diâm.",,Medição\Registro\Observação\Processamento - Instrumento de Precisão\Óptico,Galeria
M-0122,almofariz com triturador,,"Século XVIII",Itália,Bronze,,"15h x 15,4 cm diâm.",,Medição\Registro\Observação\Processamento - Instrumento de Precisão\Óptico,Galeria
M-0123,almofariz,,"Século XVIII",Itália,Bronze.,,"8,1 x 12,6 cm d.",,Medição\Registro\Observação\Processamento - Instrumento de Precisão\Óptico,Galeria
M-0124,sant'ana mestra,,"Século XVIII",Brasil,Terracota; papier maché; madeira; policromados e dourados,,"34,3 x 17,5 x 15,2 cm",Arte Brasileira - Século XVIII e XIX,Artes Visuais - Escultura Religiosa,Galeria
M-0125,Sant'Ana Mestra,,"Século XVIII",Brasil,Madeira policromada e dourada.,,"38,9 x 20,5 x 16,7cm. ",Arte Brasileira - Século XVIII e XIX,Artes Visuais - Escultura Religiosa,Quarto Principal
M-0126,conjunto de medidores para ouro,,"Século XVIII",Portugal,Bronze,"Com nove peças (a-h) embutidas. Tampa fixada ao estojo, com alça e fecho.","22,5 x 19,5 x 16,3 cm (estojo)",,Medição\Registro\Observação\Processamento - Instrumento de Precisão\Óptico,Galeria
